PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Manoj Bhandage,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Arun Chaprana,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ajay Dev Goud,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Divyang Hinganekar,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Azim Kazi,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Sujit Nayak,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Parth Sahani,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ashutosh Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Vivrant Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Kumar Kartikeya Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ravi Chauhan,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Shafiqullah Ghafari,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
M. Mohammed,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Pulkit Narang,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Pradosh Paul,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Pushpendra Singh Rathore,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Jason Sangha,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Purnank Tyagi,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Samarth Vyas,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Duan Jansen,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Dev Lakra,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ajay Mandal,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Lakhan Raja,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Girinath Reddy,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Siddhant Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Matthew Short,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Saurin Thakar,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Nyeem Young,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Yuvraj Chaudhary,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Khizar Dafedar,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Sahil Dhiwan,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Arjit Gupta,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Mickil Jaiswal,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ryan John,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
J. Kousik,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Jitender Pal,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Jonty Sidhu,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Yashovardhan Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Beyers Swanepoel,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Pranshu Vijayran,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Ishan Afridi,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Mohammed Afridi,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Prerit Agrawal,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Aidan Cahill,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Mark Deyal,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Nidhish Rajagopal,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Bavanaka Sandeep,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Safyaan Sharif,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Henry Shipley,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Maxwell Swaminathan,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Johan Van Dyk,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Dunith Wellalage,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Agnivesh Ayachi,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Aaron Hardie,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Lance Morris,Overseas,Bowler,2000000,UNSOLD,NONE,2022
Nivethan Radhakrishnan,Overseas,All-Rounder,2000000,UNSOLD,NONE,2022
Rohan Rana,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
K Nitish Reddy,Indian,Batsman,2000000,UNSOLD,NONE,2022
Hardik Tamore,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2022
Mihir Hirwani,Indian,Bowler,2000000,UNSOLD,NONE,2022
Sairaj Patil,Indian,All-Rounder,2000000,UNSOLD,NONE,2022
Monu Singh,Indian,Bowler,2000000,UNSOLD,NONE,2022
Krishnappa Gowtham,Indian,All-Rounder,92500000,SOLD,Chennai Super Kings,2021
Moeen Ali,Overseas,All-Rounder,70000000,SOLD,Chennai Super Kings,2021
Cheteshwar Pujara,Indian,Batsman,5000000,SOLD,Chennai Super Kings,2021
K.Bhagath Varma,Indian,All-Rounder,2000000,SOLD,Chennai Super Kings,2021
C Hari Nishaanth,Indian,Batsman,2000000,SOLD,Chennai Super Kings,2021
M. Harisankar Reddy,Indian,Bowler,2000000,SOLD,Chennai Super Kings,2021
Tom Curran,Overseas,All-Rounder,52500000,SOLD,Delhi Capitals,2021
Steven Smith,Overseas,Batsman,22000000,SOLD,Delhi Capitals,2021
Sam Billings,Overseas,Wicket Keeper,20000000,SOLD,Delhi Capitals,2021
Umesh Yadav,Overseas,Bowler,10000000,SOLD,Delhi Capitals,2021
Ripal Patel,Indian,All-Rounder,2000000,SOLD,Delhi Capitals,2021
Vishnu Vinod,Indian,Wicket Keeper,2000000,SOLD,Delhi Capitals,2021
Lukman Hussain Meriwala,Indian,Bowler,2000000,SOLD,Delhi Capitals,2021
M Siddharth,Indian,Bowler,2000000,SOLD,Delhi Capitals,2021
Shakib Al Hasan,Overseas,All-Rounder,32000000,SOLD,Kolkata Knight Riders,2021
Harbhajan Singh,Indian,Bowler,20000000,SOLD,Kolkata Knight Riders,2021
Ben Cutting,Overseas,All-Rounder,7500000,SOLD,Kolkata Knight Riders,2021
Karun Nair,Indian,Batsman,5000000,SOLD,Kolkata Knight Riders,2021
Pawan Negi,Indian,All-Rounder,5000000,SOLD,Kolkata Knight Riders,2021
Venkatesh Iyer,Indian,All-Rounder,2000000,SOLD,Kolkata Knight Riders,2021
Sheldon Jackson,Overseas,Wicket Keeper,2000000,SOLD,Kolkata Knight Riders,2021
Vaibhav Arora,Indian,Bowler,2000000,SOLD,Kolkata Knight Riders,2021
Nathan Coulter-Nile,Overseas,Bowler,50000000,SOLD,Mumbai Indians,2021
Adam Milne,Overseas,Bowler,32000000,SOLD,Mumbai Indians,2021
Piyush Chawla,Indian,Bowler,24000000,SOLD,Mumbai Indians,2021
James Neesham,Overseas,All-Rounder,5000000,SOLD,Mumbai Indians,2021
Yudhvir Charak,Indian,All-Rounder,2000000,SOLD,Mumbai Indians,2021
Marco Jansen,Overseas,All-Rounder,2000000,SOLD,Mumbai Indians,2021
Arjun Tendulkar,Indian,All-Rounder,2000000,SOLD,Mumbai Indians,2021
Jhye Richardson,Overseas,Bowler,140000000,SOLD,Punjab Kings,2021
Riley Meredith,Overseas,Bowler,80000000,SOLD,Punjab Kings,2021
Shahrukh Khan,Indian,All-Rounder,52500000,SOLD,Punjab Kings,2021
Moises Henriques,Overseas,All-Rounder,42000000,SOLD,Punjab Kings,2021
Dawid Malan,Overseas,All-Rounder,15000000,SOLD,Punjab Kings,2021
Fabian Allen,Overseas,All-Rounder,7500000,SOLD,Punjab Kings,2021
Jalaj Saxena,Indian,All-Rounder,3000000,SOLD,Punjab Kings,2021
Saurabh Kumar,Overseas,All-Rounder,2000000,SOLD,Punjab Kings,2021
Utkarsh Singh,Indian,All-Rounder,2000000,SOLD,Punjab Kings,2021
Christopher Morris,Overseas,All-Rounder,162500000,SOLD,Rajasthan Royals,2021
Shivam Dube,Indian,All-Rounder,44000000,SOLD,Rajasthan Royals,2021
Chetan Sakariya,Indian,Bowler,12000000,SOLD,Rajasthan Royals,2021
Mustafizur Rahman,Overseas,Bowler,10000000,SOLD,Rajasthan Royals,2021
Liam Livingstone,Overseas,All-Rounder,7500000,SOLD,Rajasthan Royals,2021
K.C Cariappa,Indian,Bowler,2000000,SOLD,Rajasthan Royals,2021
Akash Singh,Indian,Bowler,2000000,SOLD,Rajasthan Royals,2021
Kuldip Yadav,Indian,Bowler,2000000,SOLD,Rajasthan Royals,2021
Kyle Jamieson,Overseas,All-Rounder,150000000,SOLD,Royal Challengers Bangalore,2021
Glenn Maxwell,Overseas,All-Rounder,142500000,SOLD,Royal Challengers Bangalore,2021
Dan Christian,Overseas,All-Rounder,48000000,SOLD,Royal Challengers Bangalore,2021
Sachin Baby,Indian,Batsman,2000000,SOLD,Royal Challengers Bangalore,2021
Rajat Patidar,Indian,Batsman,2000000,SOLD,Royal Challengers Bangalore,2021
Mohammed Azharudeen,Indian,Wicket Keeper,2000000,SOLD,Royal Challengers Bangalore,2021
Suyash Prabhudesai,Indian,All-Rounder,2000000,SOLD,Royal Challengers Bangalore,2021
Kona Srikar Bharat,Indian,Wicket Keeper,2000000,SOLD,Royal Challengers Bangalore,2021
Kedar Jadhav,Indian,All-Rounder,20000000,SOLD,Sunrisers Hyderabad,2021
Mujeeb Zadran,Overseas,Bowler,15000000,SOLD,Sunrisers Hyderabad,2021
J Suchith,Indian,Bowler,3000000,SOLD,Sunrisers Hyderabad,2021
Jason Roy,Overseas,Batsman,20000000,UNSOLD,NONE,2021
Liam Plunkett,Overseas,Bowler,20000000,UNSOLD,NONE,2021
Morne Morkel,Overseas,Bowler,15000000,UNSOLD,NONE,2021
Alex Hales,Overseas,Batsman,15000000,UNSOLD,NONE,2021
Alex Carey,Overseas,Wicket Keeper,15000000,UNSOLD,NONE,2021
Adil Rashid,Overseas,Bowler,15000000,UNSOLD,NONE,2021
Shaun Marsh,Overseas,Batsman,15000000,UNSOLD,NONE,2021
David Willey,Overseas,All-Rounder,15000000,UNSOLD,NONE,2021
Lewis Gregory,Overseas,All-Rounder,15000000,UNSOLD,NONE,2021
Aaron Finch,Overseas,Batsman,10000000,UNSOLD,NONE,2021
Evin Lewis,Overseas,Batsman,10000000,UNSOLD,NONE,2021
Hanuma Vihari,Indian,Batsman,10000000,UNSOLD,NONE,2021
Sheldon Cottrell,Overseas,Bowler,10000000,UNSOLD,NONE,2021
Mushfiqur Rahim,Overseas,Wicket Keeper,10000000,UNSOLD,NONE,2021
Marnus Labuschagne,Overseas,All-Rounder,10000000,UNSOLD,NONE,2021
Jason Behrendorff,Overseas,Bowler,10000000,UNSOLD,NONE,2021
Billy Stanlake,Overseas,Bowler,10000000,UNSOLD,NONE,2021
Matthew Wade,Overseas,Wicket Keeper,10000000,UNSOLD,NONE,2021
Sherfane Rutherford,Overseas,All-Rounder,7500000,UNSOLD,NONE,2021
Hilton Cartwright,Overseas,All-Rounder,7500000,UNSOLD,NONE,2021
James Faulkner,Overseas,All-Rounder,7500000,UNSOLD,NONE,2021
Mohammad Mahmudullah,Overseas,All-Rounder,7500000,UNSOLD,NONE,2021
Corey Anderson,Overseas,Batsman,7500000,UNSOLD,NONE,2021
Darren Bravo,Overseas,Batsman,7500000,UNSOLD,NONE,2021
Tim Southee,Overseas,Bowler,7500000,UNSOLD,NONE,2021
Keemo Paul,Overseas,All-Rounder,7500000,UNSOLD,NONE,2021
Fidel Edwards,Overseas,Bowler,7500000,UNSOLD,NONE,2021
Carlos Brathwaite,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Rishi Dhawan,Indian,All-Rounder,5000000,UNSOLD,NONE,2021
Andile Phehlukwayo,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Dasun Shanaka,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Isuru Udana,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Jacob Duffy,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Daryn Dupavillon,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Shannon Gabriel,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Joel Paris,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Blair Tickner,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Ravi Bopara,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
George Linde,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Kyle Mayers,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Daryl Mitchell,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Colin Munro,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Dwaine Pretorius,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Romario Shepherd,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Stuart Binny,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Akeal Hosein,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
David Wiese,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Jack Wildermuth,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Glenn Phillips,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2021
Qais Ahmad,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Rahul Sharma,Indian,Bowler,5000000,UNSOLD,NONE,2021
Ish Sodhi,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Jacques Snyman,Overseas,All-Rounder,5000000,UNSOLD,NONE,2021
Kusal Janith Perera,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2021
Dushmantha Chameera,Overseas,Bowler,5000000,UNSOLD,NONE,2021
Parveez Rasool,Indian,All-Rounder,5000000,UNSOLD,NONE,2021
Devon Conway,Overseas,Batsman,5000000,UNSOLD,NONE,2021
Martin Guptill,Overseas,Batsman,5000000,UNSOLD,NONE,2021
Rovman Powell,Overseas,Batsman,5000000,UNSOLD,NONE,2021
Rassie Van der Dussen,Overseas,Batsman,5000000,UNSOLD,NONE,2021
Gurkeerat Singh Mann,Indian,All-Rounder,5000000,UNSOLD,NONE,2021
Varun Aaron,Overseas,Bowler,5000000,UNSOLD,NONE,2021
