PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Ajantha Mendis,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Darren Bravo,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Martin Guptill,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Tamim Iqbal,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Lendl Simmons,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Prasanna Jayawardene,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2014
Tim Paine,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2014
Munaf Patel,Indian,Bowler,5000000,UNSOLD,NONE,2014
Herschelle Gibbs,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Neil McKenzie,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Ben Rohrer,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Hamish Rutherford,Overseas,Batsman,5000000,UNSOLD,NONE,2014
James Franklin,Overseas,All-Rounder,5000000,UNSOLD,NONE,2014
Nicky Boje,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Travis Birt,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Dean Elgar,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Richard Levi,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Luke Pomersbach,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Kieran Powell,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Lahiru Thirimanna,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Vaughn Van Jaarsveld,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Christopher Barnwell,Overseas,All-Rounder,5000000,UNSOLD,NONE,2014
Dimitri Mascarenhas,Overseas,All-Rounder,5000000,UNSOLD,NONE,2014
Jeevan Mendis,Overseas,All-Rounder,5000000,UNSOLD,NONE,2014
Jackson Bird,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Doug Bollinger,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Abhimanyu Mithun,Indian,Bowler,5000000,UNSOLD,NONE,2014
Callum Ferguson,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Dilshan Munaweera,Overseas,Batsman,5000000,UNSOLD,NONE,2014
Sheldon Cottrell,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Jade Dernbach,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Nuwan Kulasekara,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Shaminda Eranga,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Rory Kleinveldt,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Suranga Lakmal,Overseas,Bowler,5000000,UNSOLD,NONE,2014
Rilee Rossouw,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Hanuma Vihari,Indian,Batsman,3000000,UNSOLD,NONE,2014
Mahesh Rawat,Indian,Wicket Keeper,3000000,UNSOLD,NONE,2014
Nitin Saini,Indian,Wicket Keeper,3000000,UNSOLD,NONE,2014
Rajagopal Sathish,Indian,All-Rounder,3000000,UNSOLD,NONE,2014
Vidyut Sivaramakrishnan,Indian,All-Rounder,3000000,UNSOLD,NONE,2014
Jamaluddin Syed Mohammad,Indian,Bowler,3000000,UNSOLD,NONE,2014
Johnson Charles,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Mohnish Mishra,Indian,Batsman,3000000,UNSOLD,NONE,2014
Andre Fletcher,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Denesh Ramdin,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Luke Ronchi,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Kaushal Silva,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Eklavya Dwivedi,Indian,Wicket Keeper,3000000,UNSOLD,NONE,2014
Dane Vilas,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Peter Nevill,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Sean Abbott,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Gurinder Sandhu,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Sulieman Benn,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Akila Dananjaya,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Ramesh Powar,Indian,Bowler,3000000,UNSOLD,NONE,2014
Iresh Saxena,Indian,Bowler,3000000,UNSOLD,NONE,2014
Suraj Randiv,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Farhaan Behardien,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Henry Davids,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Abhinav Mukund,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Upul Tharanga,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Sunny Singh,Indian,Batsman,3000000,UNSOLD,NONE,2014
Andrew McDonald,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Roelof van de Merwe,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Dwaine Pretorius,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Joginder Sharma,Indian,Bowler,3000000,UNSOLD,NONE,2014
Fawad Ahmed,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Devendra Bishoo,Overseas,Bowler,3000000,UNSOLD,NONE,2014
M.D Shohag Gazi,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Nikita Miller,Overseas,Bowler,3000000,UNSOLD,NONE,2014
James Muirhead,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Ashley Nurse,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Neil Broom,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Colin Munro,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Aiden Blizzard,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Farveez Maharoof,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Faiz Fazal,Indian,Batsman,3000000,UNSOLD,NONE,2014
Jacob Oram,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
David Wiese,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Adam Milne,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Pankaj Singh,Indian,Bowler,3000000,UNSOLD,NONE,2014
Hemang Kamal Badani,Indian,Batsman,3000000,UNSOLD,NONE,2014
Adrian Barath,Indian,Batsman,3000000,UNSOLD,NONE,2014
Jon-Jon Trevor Smuts,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Wasim Jaffer,Indian,Batsman,3000000,UNSOLD,NONE,2014
Mohammad Kaif,Indian,Batsman,3000000,UNSOLD,NONE,2014
Jason Behrendorff,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Chamara Kapugedera,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Jehan Mubarak,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Cameron Gannon,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Justin Ontong,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Elton Chigumbura,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Grant Elliott,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Rayad Emrit,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Danza Hyatt,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Mohammad Mahmudullah,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Garey Mathurin,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Angelo Perera,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Dilruwan Perera,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Ben Laughlin,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Mitchell McClenaghan,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Craig Simmons,Overseas,Batsman,3000000,UNSOLD,NONE,2014
VRV Singh,Indian,Bowler,3000000,UNSOLD,NONE,2014
Steven Crook,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Lonwabo Tsotsobe,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Sudeep Tyagi,Indian,Bowler,3000000,UNSOLD,NONE,2014
Tino Best,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Nathan Rimmington,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Simon Jones,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Jerome Taylor,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Juan Theron,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Hamish Bennett,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Ian Butler,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Nuwan Pradeep,Indian,Bowler,3000000,UNSOLD,NONE,2014
Aavishkar Salvi,Indian,Bowler,3000000,UNSOLD,NONE,2014
Arjun Yadav,Indian,Batsman,3000000,UNSOLD,NONE,2014
Isuru Udana,Overseas,Bowler,3000000,UNSOLD,NONE,2014
Tirumalasetti Suman,Indian,Batsman,3000000,UNSOLD,NONE,2014
Nathan Reardon,Overseas,Batsman,3000000,UNSOLD,NONE,2014
Niall O'Brien,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2014
Ashok Menaria,Indian,All-Rounder,3000000,UNSOLD,NONE,2014
Kevin O'Brien,Overseas,All-Rounder,3000000,UNSOLD,NONE,2014
Ali Murtaza,Indian,Bowler,3000000,UNSOLD,NONE,2014
Jagadeesh VA,Indian,Batsman,2000000,UNSOLD,NONE,2014
K.B Arun Karthik,Indian,Batsman,2000000,UNSOLD,NONE,2014
Evin Lewis,Overseas,Batsman,2000000,UNSOLD,NONE,2014
Shreevats Goswami,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2014
Biplab Samantray,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Bipul Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Shreekant Wagh,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Anustup Majumdar,Indian,Batsman,2000000,UNSOLD,NONE,2014
Sheldon Jackson,Overseas,Batsman,2000000,UNSOLD,NONE,2014
Sunny Sohal,Indian,Batsman,2000000,UNSOLD,NONE,2014
D.B Ravi Teja,Indian,Batsman,2000000,UNSOLD,NONE,2014
Nicolas Pooran,Overseas,Wicket Keeper,2000000,UNSOLD,NONE,2014
Jonathan Carter,Overseas,All-Rounder,2000000,UNSOLD,NONE,2014
Rakesh Dhruve,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Rohan Prem,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Imtiyaz Ahmed,Indian,Bowler,2000000,UNSOLD,NONE,2014
Mohammad Azharullah,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Harpreet Singh,Indian,Batsman,2000000,UNSOLD,NONE,2014
Robin Singh Bist,Indian,Batsman,2000000,UNSOLD,NONE,2014
Aaron O'Brien,Overseas,All-Rounder,2000000,UNSOLD,NONE,2014
Raymon Reifer,Overseas,All-Rounder,2000000,UNSOLD,NONE,2014
Stiaan Van Zyl,Overseas,All-Rounder,2000000,UNSOLD,NONE,2014
Aniket Choudhary,Indian,Bowler,2000000,UNSOLD,NONE,2014
Miguel Cummins,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Michael Neser,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Nicholas Beard,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Arindam Ghosh,Indian,Batsman,2000000,UNSOLD,NONE,2014
Abhishek Jhunjhunwala,Indian,Batsman,2000000,UNSOLD,NONE,2014
Akshath Reddy,Indian,Batsman,2000000,UNSOLD,NONE,2014
Dillon Du Preez,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Anand Rajan,Indian,Bowler,2000000,UNSOLD,NONE,2014
Sourav Sarkar,Indian,Bowler,2000000,UNSOLD,NONE,2014
Jiwanjot Singh Chauhan,Indian,Batsman,2000000,UNSOLD,NONE,2014
Rahul Dewan,Indian,Batsman,2000000,UNSOLD,NONE,2014
Kyle Mayers,Overseas,Batsman,2000000,UNSOLD,NONE,2014
Shailender Gehlot,Indian,Bowler,2000000,UNSOLD,NONE,2014
B. Sumanth,Indian,Batsman,2000000,UNSOLD,NONE,2014
Craig Alexander,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Reeza Hendricks,Overseas,Batsman,2000000,UNSOLD,NONE,2014
Marcus Stoinis,Overseas,Batsman,2000000,UNSOLD,NONE,2014
Ronsford Beaton,Overseas,Bowler,2000000,UNSOLD,NONE,2014
Yogesh Nagar,Indian,All-Rounder,2000000,UNSOLD,NONE,2014
Harmeet Singh Bansal,Indian,Bowler,2000000,UNSOLD,NONE,2014
Sachin Baby,Indian,Batsman,2000000,UNSOLD,NONE,2014
Siddhesh Dinesh Lad,Indian,Batsman,1000000,UNSOLD,NONE,2014
Kona Srikar Bharat,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Uday Kaul,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Smit Kamlesh Patel,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Sumit Narwal,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Amitoze Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Raiphi Vincent Gomez,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Aravind Sreenath,Indian,Bowler,1000000,UNSOLD,NONE,2014
K.P. Appanna,Indian,Bowler,1000000,UNSOLD,NONE,2014
Vishal Vishwas Dabholkar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Abrar Anjum Kazi,Indian,Bowler,1000000,UNSOLD,NONE,2014
Saurasish Lahiri,Indian,Bowler,1000000,UNSOLD,NONE,2014
Prasanth Padmanabhan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Udit Brijesh Patel,Indian,Bowler,1000000,UNSOLD,NONE,2014
Rahil S Shah,Indian,Bowler,1000000,UNSOLD,NONE,2014
Harmeet Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Rajesh Bishnoi,Indian,Batsman,1000000,UNSOLD,NONE,2014
Paras Dogra,Indian,Batsman,1000000,UNSOLD,NONE,2014
Harshad Khadiwale,Indian,Batsman,1000000,UNSOLD,NONE,2014
Shoaib Shabib Shaikh,Indian,Batsman,1000000,UNSOLD,NONE,2014
Paul Valthaty,Indian,Batsman,1000000,UNSOLD,NONE,2014
Kedar Devdhar,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Sagar D Jogiyani,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Abdul Ahad Malek,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Vishant More,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2014
Vinoop S Manoharan,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Shrikant Mundhe,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Ryan Ninan,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Amit Yadav,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Vijaykumar Yo Mahesh,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Samiullah Beigh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Samad Fallah,Indian,Bowler,1000000,UNSOLD,NONE,2014
Hardus Viljoen,Overseas,Bowler,1000000,UNSOLD,NONE,2014
Sunny Gupta,Indian,Bowler,1000000,UNSOLD,NONE,2014
Sunil N Raju,Indian,Bowler,1000000,UNSOLD,NONE,2014
Dinesh Salunkhe,Indian,Bowler,1000000,UNSOLD,NONE,2014
Shahid CP,Indian,Bowler,1000000,UNSOLD,NONE,2014
Gurinder Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Rajwinder Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Selvam Suresh Kumar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Avinash Yadav,Indian,Bowler,1000000,UNSOLD,NONE,2014
Nataraj Behera,Indian,Batsman,1000000,UNSOLD,NONE,2014
Prashant Chopra,Indian,Batsman,1000000,UNSOLD,NONE,2014
Mukul Dagar,Indian,Batsman,1000000,UNSOLD,NONE,2014
B Indrajith,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ishank Jaggi,Indian,Batsman,1000000,UNSOLD,NONE,2014
Shubham Khajuria,Indian,Batsman,1000000,UNSOLD,NONE,2014
Kuldeep Raval,Indian,Batsman,1000000,UNSOLD,NONE,2014
Amit Verma,Indian,Batsman,1000000,UNSOLD,NONE,2014
Raju Bhatkal,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Chirag Jani,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Paresh Patel,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Nitish Rana,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Pardeep Sahu,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Mayank Tehlan,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Umar Nazir,Indian,Bowler,1000000,UNSOLD,NONE,2014
Asad Khan Pathan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Ankit Singh Rajpoot,Overseas,Bowler,1000000,UNSOLD,NONE,2014
Akash Bhandari,Indian,Bowler,1000000,UNSOLD,NONE,2014
Akshay Arun Darekar,Indian,Bowler,1000000,UNSOLD,NONE,2014
R Karthikeyan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Samar Quadri,Indian,Bowler,1000000,UNSOLD,NONE,2014
Malolan Rangarajan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Gajendra Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Pratyush Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Arisht Singhvi,Indian,Bowler,1000000,UNSOLD,NONE,2014
Varun Sood,Indian,Bowler,1000000,UNSOLD,NONE,2014
Raju Aushik Srinivas,Indian,Bowler,1000000,UNSOLD,NONE,2014
Swapnil Asnodkar,Indian,Batsman,1000000,UNSOLD,NONE,2014
Siddarth Chitnis,Indian,Batsman,1000000,UNSOLD,NONE,2014
Syed Ahmed Quadri,Indian,Batsman,1000000,UNSOLD,NONE,2014
R Samarth,Indian,Batsman,1000000,UNSOLD,NONE,2014
Parvinder Singh,Indian,Batsman,1000000,UNSOLD,NONE,2014
Tanmay Srivastava,Indian,Batsman,1000000,UNSOLD,NONE,2014
Jaskarandeep Singh Buttar,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Anirudha Ashok Joshi,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Saurabh Kumar,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Hardik Pandya,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Reagan Pinto,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Manan Ajay Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Dhruv Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Sumeet Verma,Indian,All-Rounder,1000000,UNSOLD,NONE,2014
Robbie Frylinck,Overseas,Bowler,1000000,UNSOLD,NONE,2014
Kamran Khan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Abid Nabi,Indian,Bowler,1000000,UNSOLD,NONE,2014
Hardik Rathod,Indian,Bowler,1000000,UNSOLD,NONE,2014
Kshemal Waingankar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Sangram Atitkar,Indian,Batsman,1000000,UNSOLD,NONE,2014
Abhishek M Hegde,Indian,Batsman,1000000,UNSOLD,NONE,2014
Kunal Kapoor,Indian,Batsman,1000000,UNSOLD,NONE,2014
Parag Prakash Khanapurkar,Indian,Batsman,1000000,UNSOLD,NONE,2014
Sujit Nayak,Indian,Batsman,1000000,UNSOLD,NONE,2014
Aditya Arvind Waghmode,Indian,Batsman,1000000,UNSOLD,NONE,2014
Deepak Chahar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Javed Khan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Javed Jaish Khan,Indian,Bowler,1000000,UNSOLD,NONE,2014
David Keelan Mathias,Indian,Bowler,1000000,UNSOLD,NONE,2014
Saurabh Naresh Netravalkar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Anupam Amrut Sanklecha,Indian,Bowler,1000000,UNSOLD,NONE,2014
Jaskaran Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Avi Barot,Indian,Batsman,1000000,UNSOLD,NONE,2014
Udit Birla,Indian,Batsman,1000000,UNSOLD,NONE,2014
Bharat Chipli,Indian,Batsman,1000000,UNSOLD,NONE,2014
Nikhil Gangta,Indian,Batsman,1000000,UNSOLD,NONE,2014
Karan Goel,Indian,Batsman,1000000,UNSOLD,NONE,2014
Taruwar Kohli,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ramaswamy Prasanna,Indian,Batsman,1000000,UNSOLD,NONE,2014
S Thiyagrajan,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ajjtesh Argal,Indian,Bowler,1000000,UNSOLD,NONE,2014
Pritam Das,Indian,Bowler,1000000,UNSOLD,NONE,2014
Mohammed Abdul Khader,Indian,Bowler,1000000,UNSOLD,NONE,2014
Anwar Ahmed Khan,Indian,Bowler,1000000,UNSOLD,NONE,2014
Basanta Kumar Mohanty,Indian,Bowler,1000000,UNSOLD,NONE,2014
Ram Dayal Punia,Indian,Bowler,1000000,UNSOLD,NONE,2014
Balwinder Sandhu,Indian,Bowler,1000000,UNSOLD,NONE,2014
Murtuja Vahora,Indian,Bowler,1000000,UNSOLD,NONE,2014
Suraj Yadav,Indian,Bowler,1000000,UNSOLD,NONE,2014
Himalaya Barad,Indian,Batsman,1000000,UNSOLD,NONE,2014
Cameron Delport,Overseas,Batsman,1000000,UNSOLD,NONE,2014
Prashant Naik,Indian,Batsman,1000000,UNSOLD,NONE,2014
Nikhil Anant Patil,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ganesh Sathish,Indian,Batsman,1000000,UNSOLD,NONE,2014
Mohit Sharma,Indian,Batsman,1000000,UNSOLD,NONE,2014
Davy Jacobs,Overseas,Wicket Keeper,1000000,UNSOLD,NONE,2014
Ian Dev Singh Chauhan,Indian,Batsman,1000000,UNSOLD,NONE,2014
Abishek Bhat,Indian,Bowler,1000000,UNSOLD,NONE,2014
A.Aswin Crist,Indian,Bowler,1000000,UNSOLD,NONE,2014
Prathamesh Ganesh Dake,Indian,Bowler,1000000,UNSOLD,NONE,2014
Royston Dias,Overseas,Bowler,1000000,UNSOLD,NONE,2014
M Mohammed,Indian,Bowler,1000000,UNSOLD,NONE,2014
Niyas Nizar,Indian,Bowler,1000000,UNSOLD,NONE,2014
Shubham Ranjane,Indian,Bowler,1000000,UNSOLD,NONE,2014
Baltej Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Rituraj Singh,Indian,Bowler,1000000,UNSOLD,NONE,2014
Kumar Deobrat,Indian,Batsman,1000000,UNSOLD,NONE,2014
Akhil Arvind Herwadkar,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ankit Keshri,Indian,Batsman,1000000,UNSOLD,NONE,2014
Bhargav Merai,Indian,Batsman,1000000,UNSOLD,NONE,2014
Nikhil Shankar Naik,Indian,Batsman,1000000,UNSOLD,NONE,2014
Akshdeep Nath,Indian,Batsman,1000000,UNSOLD,NONE,2014
Vivek Singh,Indian,Batsman,1000000,UNSOLD,NONE,2014
Ankit Tiwari,Indian,Batsman,1000000,UNSOLD,NONE,2014
Saurabh Pradeep Wakaskar,Indian,Batsman,1000000,UNSOLD,NONE,2014
Nayan Doshi,Indian,Bowler,1000000,UNSOLD,NONE,2014
Shelly Shaurya,Indian,Bowler,1000000,UNSOLD,NONE,2014
Napoleon Einstein,Overseas,Batsman,1000000,UNSOLD,NONE,2014
Bhargav Bhatt,Indian,Bowler,1000000,UNSOLD,NONE,2014
Sarabjit Ladda,Indian,Bowler,1000000,UNSOLD,NONE,2014
Ankeet Bawane,Indian,Batsman,1000000,UNSOLD,NONE,2014
Christopher Morris,Overseas,All-Rounder,625000,SOLD,Chennai Super Kings,2013
Dirk Nannes,Overseas,Bowler,600000,SOLD,Chennai Super Kings,2013
Ben Laughlin,Overseas,Bowler,20000,SOLD,Chennai Super Kings,2013
Akila Dananjaya,Overseas,All-Rounder,20000,SOLD,Chennai Super Kings,2013
Jason Holder,Overseas,Bowler,20000,SOLD,Chennai Super Kings,2013
Johan Botha,Overseas,All-Rounder,450000,SOLD,Delhi Daredevils,2013
Jesse Ryder,Overseas,All-Rounder,260000,SOLD,Delhi Daredevils,2013
Jeevan Mendis,Overseas,All-Rounder,50000,SOLD,Delhi Daredevils,2013
Manpreet Gony,Indian,Bowler,500000,SOLD,Kings XI Punjab,2013
Luke Pomersbach,Overseas,Batsman,300000,SOLD,Kings XI Punjab,2013
Sachithra Senanayaka,Overseas,All-Rounder,625000,SOLD,Kolkata Knight Riders,2013
Ryan McLaren,Overseas,Bowler,50000,SOLD,Kolkata Knight Riders,2013
Glenn Maxwell,Overseas,All-Rounder,1000000,SOLD,Mumbai Indians,2013
Nathan Coulter-Nile,Overseas,Bowler,450000,SOLD,Mumbai Indians,2013
Ricky Ponting,Overseas,Batsman,400000,SOLD,Mumbai Indians,2013
Philip Hughes,Overseas,Batsman,100000,SOLD,Mumbai Indians,2013
Jacob Oram,Overseas,All-Rounder,50000,SOLD,Mumbai Indians,2013
Ajantha Mendis,Overseas,Bowler,725000,SOLD,Pune Warriors India,2013
Kane Richardson,Overseas,Bowler,700000,SOLD,Pune Warriors India,2013
Abhishek Nayar,Indian,All-Rounder,675000,SOLD,Pune Warriors India,2013
Michael Clarke,Overseas,Batsman,400000,SOLD,Pune Warriors India,2013
James Faulkner,Overseas,All-Rounder,400000,SOLD,Rajasthan Royals,2013
Fidel Edwards,Overseas,Bowler,210000,SOLD,Rajasthan Royals,2013
Kusal Janith Perera,Overseas,Wicket Keeper,20000,SOLD,Rajasthan Royals,2013
Jaydev Unadkat,Indian,Bowler,525000,SOLD,Royal Challengers Bangalore,2013
Rudra Pratap Singh,Indian,Bowler,400000,SOLD,Royal Challengers Bangalore,2013
Moises Henriques,Overseas,All-Rounder,300000,SOLD,Royal Challengers Bangalore,2013
Ravi Rampaul,Overseas,Bowler,290000,SOLD,Royal Challengers Bangalore,2013
Pankaj Singh,Indian,Bowler,150000,SOLD,Royal Challengers Bangalore,2013
Daniel Christian,Overseas,All-Rounder,100000,SOLD,Royal Challengers Bangalore,2013
Christopher Barnwell,Overseas,All-Rounder,50000,SOLD,Royal Challengers Bangalore,2013
Thisara Perera,Overseas,All-Rounder,675000,SOLD,Sunrisers Hyderabad,2013
Darren Sammy,Overseas,All-Rounder,425000,SOLD,Sunrisers Hyderabad,2013
Sudeep Tyagi,Indian,Bowler,100000,SOLD,Sunrisers Hyderabad,2013
Clinton McKay,Overseas,Bowler,100000,SOLD,Sunrisers Hyderabad,2013
Nathan McCullum,Overseas,Bowler,100000,SOLD,Sunrisers Hyderabad,2013
Quinton De Kock,Overseas,Wicket Keeper,20000,SOLD,Sunrisers Hyderabad,2013
Doug Bollinger,Overseas,Bowler,200000,UNSOLD,NONE,2013
Aaron Finch,Overseas,Batsman,200000,UNSOLD,NONE,2013
John Hastings,Overseas,All-Rounder,200000,UNSOLD,NONE,2013
Matthew Wade,Overseas,Wicket Keeper,200000,UNSOLD,NONE,2013
Matt Prior,Overseas,Wicket Keeper,200000,UNSOLD,NONE,2013
Herschelle Gibbs,Overseas,Batsman,200000,UNSOLD,NONE,2013
Callum Ferguson,Overseas,Batsman,100000,UNSOLD,NONE,2013
Josh Hazlewood,Overseas,Bowler,100000,UNSOLD,NONE,2013
James Hopes,Overseas,All-Rounder,100000,UNSOLD,NONE,2013
Stephen O'Keefe,Overseas,Bowler,100000,UNSOLD,NONE,2013
